latitude,longitude,date,customer_id,employee_id,quantity_products,order_id
6.1980639076949755,-75.56466385863882,2023-03-02 16:22:54,3746,1737,76,3630200343
6.22894271096189,-75.61136739168977,2024-02-21 02:08:57,4139,1561,59,737838972
6.257471754122404,-75.5351935579751,2023-08-04 22:14:25,2008,5668,59,8562529543
6.248065497322681,-75.48677160194144,2023-01-24 18:03:42,1888,4750,60,2149616894
6.348257363684452,-75.67547863386352,2023-10-28 10:16:54,7896,9726,75,4715656686
6.283675257202818,-75.60970412171194,2024-04-08 20:05:59,4353,1561,63,9149338547
6.3620654936432075,-75.7062332014638,2023-06-24 06:47:54,6189,8362,58,5903530981
6.317937194135,-75.68091384802638,2023-11-15 12:11:04,5390,2470,23,1436846917
6.255149582653829,-75.63625109799233,2023-01-26 22:22:58,4419,1679,11,8355382645
6.25411596709238,-75.65463213129019,2023-10-14 04:49:33,2688,8362,74,3187095834
6.243747859513088,-75.58517640461024,2023-04-15 11:33:04,9188,2470,53,9632120754
6.218026246669119,-75.51706931097867,2023-11-24 19:00:40,6374,1737,40,8613584563
6.244103452819817,-75.54872765529166,2024-05-19 03:38:45,2194,8362,68,7539459908
6.326684878724547,-75.71268973649583,2023-05-13 05:00:13,2350,2470,66,2942396114
6.352799761565183,-75.7001370416093,2024-03-05 20:30:31,9004,9726,60,1924150082
6.231138178839944,-75.56171031743156,2023-05-09 09:46:34,8664,4942,85,9719596226
6.223109984885588,-75.65737622356484,2024-03-02 20:44:58,9059,1561,72,5445573065
6.257875028358936,-75.55911328340734,2024-04-24 19:45:42,9463,2470,7,9984245221
6.364542144171789,-75.6755322121028,2023-03-18 16:07:59,5367,3455,89,1218989455
6.219177710810591,-75.6346233133332,2023-04-07 09:35:12,8523,1482,38,2173615238
6.24633247204285,-75.56549139175294,2023-12-18 06:23:18,5557,1737,19,8285782094
6.279588215072229,-75.4976420352229,2024-01-03 09:31:38,2688,9435,34,4024894304
6.29838370662201,-75.50653755007085,2024-05-11 15:23:06,9094,1473,57,3672389714
6.368448717193487,-75.69462784771305,2023-11-16 05:30:25,8190,6659,44,9024023393
6.2975379231444855,-75.56575821647705,2024-04-04 21:58:30,3491,2232,88,3457840695
6.223253309727265,-75.6002872252957,2023-05-07 21:41:31,2373,4942,48,8618166175
6.2059302646103776,-75.69143883487041,2023-11-29 09:44:13,1676,6696,49,1555237961
6.188612864129846,-75.53332693949608,2023-05-23 04:45:18,2240,2470,14,2743298
6.201500435496785,-75.50172801525163,2023-10-16 07:08:56,5522,4942,82,4236543763
6.347040537155773,-75.69495707367909,2023-07-25 22:37:48,4322,9438,76,5142479219
6.288646254108977,-75.56395620980847,2024-05-01 00:33:07,7881,2470,22,4935142559
6.334491463152562,-75.67328561379851,2023-07-03 14:35:32,2772,5668,30,4812695025
6.2086947594922774,-75.67623605711734,2023-02-05 13:16:01,3632,9726,73,2307191819
6.349811653111843,-75.68920866439282,2023-11-03 09:41:20,2370,1114,77,7080736925
6.185625695779018,-75.56283421404763,2023-05-24 09:39:36,4724,8362,90,8439618004
6.277343020269723,-75.61730646843307,2023-06-02 08:21:31,3850,1114,28,197149096
6.2777397973586115,-75.50311195085088,2023-08-29 20:43:59,1371,4750,96,4423425729
6.249180762002963,-75.67735904027315,2023-08-27 14:04:07,4161,6696,97,6483588884
6.290392770556578,-75.56352194767996,2023-08-27 06:33:47,3946,1473,85,7262766924
6.273373372321567,-75.53649675694147,2023-10-05 02:54:03,1756,4942,95,241839568
6.20629367373851,-75.68038897090166,2023-09-06 20:36:17,8220,1482,38,5647461526
6.212711001469012,-75.55906036679788,2023-11-05 19:59:30,3770,2232,66,5210421593
6.275469212981001,-75.69576470990954,2023-10-22 22:37:34,5859,4750,93,8452551329
6.245486780153926,-75.63903551963213,2023-12-15 10:15:05,7881,2232,88,1717353057
6.29286343279222,-75.51296252019502,2024-05-07 09:45:20,3268,1679,62,4589637449
6.237119009549928,-75.47387264441294,2023-06-24 23:22:45,6661,3455,43,7671540348
6.248669051154971,-75.62693873694963,2024-01-07 23:15:40,8033,2470,63,4935342581
6.196862176669119,-75.6450179392901,2023-01-27 21:13:02,8111,9438,87,8003691454
6.30279931094217,-75.5619770295982,2023-04-05 14:40:42,3157,4750,33,2447391421
6.185128086129094,-75.56170166901882,2024-05-09 19:24:50,7536,4942,80,2876862288
6.1721611367072144,-75.6534236859644,2023-08-03 09:56:12,8156,8362,2,3372636801
6.247159901001247,-75.56327796468288,2023-05-14 05:01:45,3890,3830,96,1406044635
6.209060954077553,-75.49432449241547,2023-07-29 10:35:08,9144,1561,67,2200178153
6.241892958244434,-75.584994701814,2023-04-17 04:34:05,3369,9726,15,4003777499
6.241683881429283,-75.68674489245323,2023-03-02 13:14:11,5534,4750,97,6303321963
6.271338710700854,-75.51322746492586,2023-02-10 01:39:42,3271,3830,17,3406010414
6.326289306223816,-75.70624368380429,2024-04-07 09:46:18,3521,3830,4,9286169450
6.336115363904048,-75.67253241324494,2023-09-17 20:30:21,2240,1679,5,8382511535
6.2069660282687895,-75.54724724412722,2023-09-03 16:47:20,1707,3830,61,4366015189
6.23284723406425,-75.6423305993284,2023-02-11 10:55:00,7547,1482,55,139887487
6.248906991289205,-75.54448397019522,2024-05-02 11:22:01,4322,9438,39,8743968524
6.25108195995767,-75.56811320313788,2024-05-29 20:06:20,2354,1114,40,1380473913
6.193861279140494,-75.56918254480698,2024-01-09 21:22:52,6776,6696,97,492984613
6.260305963124584,-75.51363303008067,2024-02-21 10:33:45,3472,9435,77,5238195419
6.2309956309460865,-75.6660745740842,2023-05-17 16:23:39,8048,2232,23,5367340039
6.310209127348459,-75.62383178514607,2023-10-17 04:24:26,6644,1473,88,2982061792
6.2106768135703465,-75.58821124278772,2024-01-07 20:09:37,2068,2232,83,6865507390
6.177183827169806,-75.55933492373381,2023-12-23 23:05:36,9094,1737,18,6742516594
6.215464923422796,-75.63900477539177,2024-01-20 20:25:20,2412,1561,17,7458995045
6.1753881414766925,-75.65455953398545,2023-06-16 22:27:20,2261,6337,65,6904438228
6.2684475576338174,-75.68648499336328,2023-10-05 08:11:35,2371,9435,38,316734009
6.218991986816002,-75.68261629541372,2023-11-22 15:19:25,9636,1482,72,9179293612
6.255570462807133,-75.4874323161832,2023-05-23 04:14:45,7896,1482,25,7560030282
6.358550805124706,-75.69610781849869,2024-01-10 11:25:59,9193,1473,27,1861987562
6.258377813433989,-75.67382215444817,2023-06-13 01:49:53,5379,1114,98,8491388473
6.3011091281348515,-75.66696313368274,2024-02-27 22:02:09,8714,6696,95,2100276480
6.228767068621893,-75.69380689227349,2023-04-02 03:14:34,6124,6696,99,4560107735
6.188768234725664,-75.65691326798641,2024-01-26 19:27:46,3984,6337,20,1928210539
6.191155495277993,-75.50004067051319,2024-06-01 07:39:39,6983,3830,48,3605225797
6.285757041097262,-75.50607424232443,2023-03-09 06:51:50,3268,4942,52,9915708905
6.219600791523103,-75.57354880519729,2024-04-26 22:10:07,7008,1679,71,5097237075
6.238156755399857,-75.671988528929,2023-05-05 13:08:48,4969,1114,71,4208602520
6.350356377899022,-75.66371109369227,2024-02-25 07:10:27,8467,3830,61,7293525529
6.25755828859492,-75.52562624051261,2024-02-15 23:54:35,6709,1561,53,9943207702
6.197437758013923,-75.687815823136,2024-01-11 05:52:24,1535,1473,86,8622137719
6.302482863513428,-75.56778180652172,2024-02-12 12:16:06,2566,2232,68,1103158894
6.201828159357514,-75.58398376314885,2023-01-01 14:03:35,8220,2232,24,1913140851
6.226221513696167,-75.51872669075738,2024-04-29 14:25:22,7115,6337,55,7418724313
6.322988743942297,-75.69836765300703,2024-05-19 15:20:20,2381,2232,89,5303472305
6.255008320870811,-75.49170686763622,2023-02-12 08:19:36,9004,6659,15,9588331547
6.251473629809674,-75.70526011911923,2024-02-10 19:38:39,7828,3830,86,9830363919
6.210082115655485,-75.51935416439636,2024-01-13 05:36:36,3003,4942,66,7891427753
6.3334002560347695,-75.68468533890125,2023-06-28 00:11:48,5730,9726,46,7282586314
6.223908734300914,-75.60508155331765,2024-04-28 17:55:48,1834,1482,27,7021809730
6.190218311669176,-75.68451148437961,2023-05-10 23:03:34,7008,8362,41,9956837346
6.203182881276534,-75.66514564274445,2023-11-17 04:39:18,4261,3455,87,4501522270
6.220216818216606,-75.66033893773206,2023-07-28 09:43:31,2282,1561,24,68195252
6.25391239104547,-75.59747208151357,2024-01-02 06:18:37,1912,3830,35,1495580921
6.289029472566272,-75.63739812448985,2023-01-29 23:49:37,4380,1679,63,2642488405
6.250523463217317,-75.63825882284809,2023-09-16 08:02:03,1693,3830,76,8103021042
6.221725336329845,-75.53815886148463,2023-08-19 04:35:36,4758,9726,37,9315926864
6.239225679809951,-75.50175549926058,2024-01-05 21:13:04,4390,1473,75,5378596435
6.363087185517121,-75.67207631775125,2023-11-23 01:31:50,8625,5668,19,6643686783
6.354347312558931,-75.68449915799314,2023-06-25 04:57:01,4180,4750,4,6029932030
6.213502581712156,-75.56447016022943,2023-06-21 07:52:22,3906,4750,96,4540067893
6.198485093280436,-75.53804848167727,2023-12-05 13:04:11,5133,9435,5,6704945026
6.282622201658575,-75.51446757868602,2023-04-11 04:37:08,7133,9438,13,7692275331
6.267439201543215,-75.59436840015604,2023-03-22 16:58:08,7025,1737,1,5016907617
6.285581567513919,-75.64584818392419,2023-08-14 16:26:41,5522,1561,84,399750253
6.212439557261449,-75.49666867700148,2023-10-15 12:58:15,3632,2470,31,5459932246
6.272587774675248,-75.57559009424862,2023-01-24 00:08:01,9144,1561,61,1378400448
6.362455144277573,-75.69071893099782,2024-05-10 14:53:18,3632,2470,74,8894405030
6.218680297024635,-75.51278298404014,2023-06-14 13:26:18,6843,1679,8,1190982417
6.320756222765572,-75.70124876077871,2023-03-10 21:45:30,7062,9435,26,8791434717
6.208300914516734,-75.65115942473443,2023-04-27 12:42:27,8048,1114,6,9715001876
6.2696323222031465,-75.51189503762262,2023-09-11 03:45:47,4161,1482,15,626321458
6.275038939744183,-75.5495708531992,2024-04-14 08:17:46,3718,2470,88,9911762832
6.353895359840204,-75.66346883484368,2023-09-01 06:16:44,7395,4942,15,7629972907
6.2598424406979305,-75.6426718056503,2023-06-29 18:18:01,1669,2232,55,106298864
6.207238279972634,-75.48511433062545,2023-04-21 13:44:11,4151,1473,27,4817716055
6.252791762003743,-75.6789326231193,2023-03-30 10:33:55,1440,1561,9,8873887155
6.286962140334697,-75.56525125249692,2023-11-14 11:54:25,9188,9438,83,7227679497
6.259196569973042,-75.58265667559441,2023-02-15 07:32:03,4281,6696,69,5152829377
6.231795699983343,-75.50412326415768,2023-12-02 10:36:13,2364,6696,98,7806987026
6.207015863978225,-75.58290792488634,2023-04-20 22:15:31,8523,3455,61,9353584429
6.29528853891989,-75.67982961446195,2024-01-02 01:36:37,3814,4750,19,6942049538
6.260659079206973,-75.54904427940691,2023-07-22 13:10:25,2105,2470,96,9368979656
6.2819562985342845,-75.52377154973685,2023-12-12 14:10:25,2110,1679,77,5502756152
6.322398285629424,-75.69455593855601,2023-07-21 10:36:52,3372,1114,45,7619234702
6.27599922092444,-75.51858300202001,2023-03-23 08:12:12,5198,4750,90,1446802229
6.27653554102195,-75.5787122597205,2023-01-16 10:34:52,2390,2232,19,995187975
6.304578012973105,-75.67251443100287,2024-05-02 02:48:30,7812,5668,80,8588959493
6.219248992741181,-75.64760764108524,2024-04-23 02:19:23,1965,1473,53,1594649685
6.278496325118695,-75.57678725193745,2024-01-17 18:49:59,3673,2232,22,2236169121
6.251525152971963,-75.59391741097942,2023-04-25 17:00:53,2891,4750,61,6559757056
6.244403172045727,-75.60347147080158,2023-02-13 07:23:11,3952,6659,57,449826150
6.242414915060798,-75.48777809392578,2024-01-20 07:18:12,9569,9435,86,3079011673
6.303127532735935,-75.58697779665341,2023-05-20 13:41:33,8111,2470,34,6438535520
6.282665721436828,-75.55436235656033,2023-03-23 14:41:55,1533,1473,69,5221519227
6.252403084373547,-75.66069183766136,2023-07-16 15:15:40,2545,5668,47,1318914304
6.215760391531738,-75.62240838898816,2023-11-26 09:59:52,1359,3830,59,1584111622
6.211026844004004,-75.5801202980809,2023-02-28 02:26:57,3173,1737,67,4830378868
6.27320451368292,-75.5798519608807,2024-03-02 21:31:51,4161,9438,58,3943212789
6.248959469416274,-75.59311557384895,2024-03-07 12:20:44,5405,1473,31,5244218846
6.233487504687545,-75.52185880094524,2023-01-06 19:32:37,3251,6659,4,3804782474
6.176903377222223,-75.67690488136667,2024-05-23 07:57:31,2194,2232,63,6914009856
6.257991488071035,-75.58242151218414,2023-04-08 01:27:24,5560,2232,27,7304251139
6.265041981592349,-75.5242135769873,2023-02-10 01:02:55,2369,5668,24,8825015133
6.209569083906466,-75.56963826031885,2024-04-25 21:27:28,3118,4750,92,8726087451
6.217805976441871,-75.6928107813902,2023-01-28 05:05:07,8535,3455,99,6303047498
6.261997360384705,-75.70194732308437,2023-08-27 02:53:45,3720,9438,7,1723679452
6.202175719786945,-75.53033005795109,2024-03-07 21:54:13,9090,1679,81,2338974570
6.198389582917284,-75.67620002936897,2023-07-28 14:17:41,9430,9726,47,7534619648
6.255204387211224,-75.58579157040272,2023-02-19 00:28:56,7629,1482,50,5191711086
6.286964865378293,-75.57714963055408,2023-03-09 07:37:01,3746,9435,54,1487516602
6.171693076769024,-75.54058313271439,2023-12-18 18:52:53,2371,1114,28,5072651511
6.235770922931733,-75.63133617283833,2023-03-11 04:41:46,9188,5668,53,4292366605
6.364307426470116,-75.70071280491356,2024-05-19 19:56:04,9534,4942,84,7097730524
6.2725002336912965,-75.62948377550117,2024-03-04 23:45:55,3963,1737,41,9748232676
6.293662677697108,-75.55982844151595,2023-12-11 02:07:29,7764,1737,27,6125338264
6.366615422676071,-75.71496837368417,2024-01-17 06:39:09,2082,1473,85,7855502038
6.364218702871104,-75.69730403916162,2023-12-25 00:09:45,6443,6337,82,7830273726
6.275542501132598,-75.70157009453786,2023-10-04 23:02:30,2760,6696,64,5813476945
6.243934637241422,-75.68410230650788,2023-06-29 17:46:13,2110,2232,50,2897342234
6.263152725126047,-75.67757129878565,2023-04-07 19:58:50,8916,6659,98,7358481607
6.254010466054633,-75.69929907450475,2024-04-11 13:19:33,9723,1114,36,7303931168
6.303461645810895,-75.58957517866567,2024-03-12 17:24:16,1915,1473,86,9995294721
6.198382183597111,-75.55356400558176,2023-10-22 20:38:21,9585,1482,36,5934496926
6.1959861807511345,-75.54198583327423,2024-02-23 13:54:42,4115,9726,28,9867955123
6.244662106782241,-75.63525756481883,2023-02-24 21:30:19,1834,9726,79,4365933856
6.3682257564542315,-75.67608979882215,2024-03-03 05:05:42,1923,4750,81,6158315309
6.295951597708991,-75.66980127774555,2023-04-22 04:48:40,8029,9726,70,9094025153
6.214811104622434,-75.67635913474089,2024-04-16 15:15:21,1669,1561,83,9199208666
6.2142890787752325,-75.68565690392312,2023-10-03 01:40:01,3472,1114,61,7332890080
6.214265402394103,-75.60165073080324,2023-12-09 15:35:23,2019,6659,5,967775090
6.293111411262035,-75.63617676033105,2024-05-05 13:22:47,8664,1561,52,1929229288
6.207472922243651,-75.63992196684435,2024-03-13 10:14:32,9514,1473,65,9745203818
6.334983294495199,-75.70829118815954,2023-05-30 11:57:06,3925,8362,33,5173711455
6.243254722914148,-75.56043657742164,2023-09-04 00:23:01,4151,3455,71,3800465835
6.330032245741806,-75.67022091735122,2023-12-25 08:59:21,1131,5668,99,8715803613
6.286596784542791,-75.5001220193994,2024-05-11 03:10:06,3586,6659,96,1383391622
6.286276864185874,-75.68830902790724,2023-03-25 08:01:14,4801,5668,2,1088461601
6.357951891241906,-75.68036829212193,2023-09-27 17:14:37,9142,4750,91,8391122821
6.261946728502588,-75.52266434811906,2023-01-23 03:55:13,6044,6696,5,107092904
6.205768987884121,-75.59381985663286,2023-09-22 23:14:05,3690,6696,39,5772363848
6.294001345987642,-75.56504317476033,2023-01-30 09:55:38,2261,3455,66,8170757850
6.226676616667318,-75.68924328112057,2023-11-10 16:19:02,8647,2232,98,7064932036
6.24675608047786,-75.70687015700094,2023-11-11 05:39:46,7395,6659,11,9154128394
6.309730917888447,-75.63469497422406,2024-03-08 19:02:07,1834,1482,24,5010923288
6.2863295897775995,-75.67610493199636,2023-02-28 13:08:18,2738,1482,5,5525436562
6.244035459142557,-75.51630492081553,2024-05-01 07:18:13,7041,1561,97,7715344646
6.2807563961068285,-75.620266321686,2024-03-03 08:22:30,7629,3455,26,2025108083
6.235587547239622,-75.56751649567578,2023-01-11 21:01:02,7267,2470,7,3926486301
6.195140031490054,-75.67308192224745,2024-03-06 11:15:28,4082,1561,25,908938581
6.186677747230875,-75.56767033435025,2023-01-02 20:17:46,2506,9438,3,8307709147
6.1855904398379336,-75.55329460174588,2023-08-25 19:10:12,1669,9438,99,71560712
6.248185921968329,-75.59320524737342,2024-02-20 11:00:33,5534,2232,19,8752860247
6.221985544581971,-75.51065035059334,2024-03-29 18:07:05,6776,9435,48,8555582627
6.2423760948629985,-75.50252571904782,2023-10-08 14:53:02,1488,6659,86,4015272309
6.2465898647088,-75.6011843509843,2023-06-20 00:48:57,8611,8362,27,1378912690
6.243046005973727,-75.69519619420697,2023-12-02 17:25:35,7447,8362,64,831034622
6.2564595161991345,-75.57218725141794,2023-12-29 16:23:45,9443,1114,33,902814777
6.263708945175309,-75.57052914771995,2023-09-29 17:42:04,8029,6696,98,5758560730
6.284550872324883,-75.64475511385186,2023-12-08 07:20:19,3167,6659,20,230549700
6.304370085926721,-75.67234769789401,2023-03-25 00:53:15,6155,9438,82,6051094151
6.276474704701103,-75.59099380723762,2023-06-27 17:32:08,6443,8362,7,3627067859
6.2680586286780615,-75.68466151524552,2024-01-27 00:08:09,4813,1114,35,8695294456
6.273694621512643,-75.50588898148698,2023-02-05 21:23:44,6374,9726,10,5505195637
6.2206931185937755,-75.62375071776577,2023-12-22 18:35:35,9188,6337,86,1224773432
6.2374823306112805,-75.58033947114629,2023-10-14 14:05:41,6722,1473,96,7015389904
6.197023533400913,-75.50494574355723,2023-09-02 04:34:52,6569,2232,96,1522583192
6.258223699783937,-75.52843044084962,2023-02-17 13:40:43,9604,1114,88,2173881539
6.288974071893375,-75.60886390958491,2024-03-22 04:29:57,7648,2470,7,6822966407
6.311148936028086,-75.69261068067266,2023-05-01 19:13:11,2008,3830,23,9212123524
6.223989286553844,-75.5176702774551,2023-02-11 05:14:04,2666,5668,59,7433187565
6.3049297252600445,-75.70285929840927,2024-03-07 23:48:29,8386,1482,30,2221860784
6.343011466837277,-75.7150448705555,2023-02-21 11:56:39,3173,5668,81,1990095146
6.356711696282247,-75.69455903219446,2023-02-21 17:33:13,5523,3455,21,7714414450
6.2727522667197775,-75.67983161560633,2023-12-03 19:33:46,5915,1679,21,6520153152
6.278333429669702,-75.67386776653231,2024-06-04 17:00:48,9748,2232,81,2286801482
6.1944061235244945,-75.6880382807295,2023-05-13 15:13:33,4180,2232,72,4021550303
6.1844036385567485,-75.65926786839877,2023-08-26 09:40:50,2161,3830,2,1758710272
6.178098659672647,-75.64874089091715,2023-11-16 01:05:46,9426,9726,62,1886362422
6.275963113165711,-75.70542810776928,2023-01-29 16:40:11,8866,2470,3,7059182364
6.18797952745189,-75.58007270745,2023-12-29 11:59:49,2795,4942,50,991420188
6.269221741170226,-75.51138784677697,2023-03-14 22:59:47,4824,2232,83,2500622896
6.216725367558711,-75.60686226401091,2023-08-07 19:27:18,7378,6659,7,9500494460
6.295343574855034,-75.59282494499278,2024-04-12 04:43:04,1529,3830,6,7669601810
6.311556117267794,-75.66856551122646,2023-10-11 17:33:32,5191,2232,92,9335366744
6.2935121838086,-75.53622978961734,2023-01-09 01:54:19,4508,3455,29,5919363917
6.222072797102467,-75.5490295093365,2023-10-08 14:00:15,5602,6659,19,8734503782
6.2287499937473605,-75.5328872150459,2023-03-16 08:03:00,3877,3830,68,6107950435
6.200994183808118,-75.61159153179723,2023-11-18 19:06:06,9842,1473,9,2966921863
6.221018797631607,-75.69121953278021,2023-05-11 14:09:01,2240,5668,43,4723453259
6.348216917207372,-75.68425289890543,2024-03-05 00:53:47,5379,1737,92,1060217438
6.286354551309486,-75.69415358598894,2023-02-21 10:15:21,6624,4942,24,6965855111
6.231573955923335,-75.5185904070401,2023-12-22 04:31:28,7764,4750,3,9377900738
6.319687294533437,-75.6980353290372,2024-02-06 22:00:09,3725,1114,22,1852959388
6.208222743915545,-75.67474651307766,2023-09-11 18:50:12,1888,3455,24,3397728126
6.263499557032314,-75.58596546443489,2023-05-12 05:41:54,3459,2232,5,8585600784
6.279160744554654,-75.59258228399972,2024-05-17 16:08:11,9059,1561,80,780737943
6.265619064585904,-75.68851484910525,2023-04-05 17:55:29,5360,1473,60,8302963674
6.270303221028145,-75.70149510013236,2024-04-24 23:10:42,9842,1561,45,900999331
6.213955485688124,-75.58686912704475,2023-06-16 12:27:24,1440,6696,45,8469103030
6.242996713535562,-75.70404438245589,2023-06-03 10:33:14,1542,6337,80,2634506288
6.351026077098011,-75.6831743380886,2023-11-22 17:57:17,7133,1482,7,7856955565
6.266887332649592,-75.6830497009952,2023-06-16 10:36:37,3586,1737,51,4256249996
6.207418378113222,-75.52234693308284,2023-01-07 03:44:12,1986,1679,40,4278073124
6.242396949840374,-75.70031210089113,2023-09-11 13:22:50,2679,1482,88,9488620532
6.2967240160720905,-75.56035315535509,2023-10-19 08:37:14,8432,1737,80,9410363137
6.225135172118605,-75.66392376243026,2023-08-20 02:18:14,5550,1679,53,9743461810
6.247577343546584,-75.70174733483131,2024-02-10 20:38:22,6899,1737,14,2124560997
6.285156649896339,-75.62361690906343,2024-01-26 20:32:34,5328,1737,53,6816482323
6.258884995491053,-75.50971930382643,2023-03-21 20:23:00,9956,2232,4,2205256028
6.202594690875123,-75.50507732228152,2023-11-07 00:20:57,3118,9726,35,4461776579
6.250284665023762,-75.51921140287489,2024-01-02 02:06:07,3875,1561,15,8532993261
6.276833511417114,-75.65830221436454,2023-04-14 05:48:38,8866,2232,79,8024305509
6.262784668239919,-75.61387453454566,2024-04-06 21:02:40,9831,2232,80,7903075691
6.261576984390479,-75.57819607680136,2024-02-22 00:41:26,4978,4942,74,8469052103
6.249025893947801,-75.60258895057028,2023-10-09 18:12:03,3673,1679,85,9444451520
6.2433932764307984,-75.56642918206448,2023-05-18 12:11:24,7225,9438,1,4742115122
6.203907532601559,-75.55376597699608,2023-03-02 09:46:53,9338,2470,18,4215624752
6.185174705031458,-75.64330346909735,2023-10-31 21:55:07,5167,8362,73,6033910628
6.30464518500101,-75.59171453150407,2023-07-27 16:28:59,1707,9438,90,3677352558
6.1995035829839935,-75.65114168705766,2023-05-28 13:53:30,5190,2470,25,5244391839
6.199778548420746,-75.6349919192251,2024-01-30 01:16:33,3984,6659,80,4432776846
6.266782532875794,-75.5229409414936,2024-02-04 21:26:45,8664,4750,18,3033401214
6.265372981412872,-75.60926799678505,2023-04-16 22:04:14,7731,1679,82,9247945792
6.22817615045134,-75.615313257746,2024-05-12 00:41:17,5624,1482,73,6209604172
6.184658472081048,-75.64707095458292,2023-02-14 14:35:34,4031,3455,43,8787087403
6.1697588138692465,-75.66487360421358,2023-02-06 19:31:21,8033,9435,48,7927359551
6.225549889575805,-75.53823856045055,2024-01-09 22:05:33,5495,1473,67,6728348528
6.206151413063996,-75.66856179280303,2023-06-23 09:00:01,5304,9438,21,1376398248
6.218772994011236,-75.4956255802867,2023-12-08 01:55:59,9430,4750,40,4255223310
6.196812635680833,-75.6587621975702,2024-05-10 14:14:22,4726,1561,36,8454217054
6.3032885157569325,-75.6299276270505,2023-02-02 14:46:34,5167,1114,42,8742492021
6.339755566212599,-75.69455054626884,2023-06-19 09:33:41,7447,1679,82,6384832371
6.2521846558309395,-75.6356518653021,2023-02-20 08:47:22,1397,1561,12,7855815723
6.254264730383559,-75.54006040761989,2024-05-06 18:47:10,5195,1114,85,1316805635
6.337333259468699,-75.70364901703633,2023-10-21 14:30:56,7305,1679,61,4405628504
6.309849793763698,-75.68250339064956,2023-08-28 02:15:31,1262,3455,55,3802760915
6.2328159122053295,-75.59838895753597,2023-06-11 00:56:20,4431,1737,18,6918958728
6.277927382091746,-75.5889475486069,2023-02-17 13:49:24,2688,6659,6,3197289270
